,시도별,date,최대풍속(m/s),평균기온(℃),평균강수량(mm),평균상대습도(%),사고건수,사망자수,부상자수,총인구수,시도별인구수,자동차수,교통사고사망률,사고율,year,month
603,인천,2016-04-01,12.73333,11.63333,2.6522223333333335,67.33333,766,8,1220,51453200,2943100,1437400,0.010443864229765013,26.026978356155077,2016,4
604,인천,2016-05-01,14.66667,17.23333,5.203333333333333,67.66667,754,21,1140,51453200,2943100,1437400,0.027851458885941646,25.619245013761,2016,5
605,인천,2016-06-01,9.0,21.06667,0.7122223333333333,82.0,650,9,937,51453200,2943100,1437400,0.013846153846153847,22.08555604634569,2016,6
606,인천,2016-07-01,9.16667,24.1,8.936666666666667,89.0,708,10,1061,51453200,2943100,1437400,0.014124293785310734,24.05626720125038,2016,7
607,인천,2016-08-01,11.1,26.16667,1.1955556666666667,80.0,690,8,1031,51453200,2943100,1437400,0.011594202898550725,23.44466718765927,2016,8
608,인천,2016-09-01,9.0,21.56667,1.0455556666666665,80.0,648,15,931,51453200,2943100,1437400,0.023148148148148147,22.01760048928001,2016,9
609,인천,2016-10-01,10.33333,15.26667,4.657777666666666,71.33333,811,19,1148,51453200,2943100,1437400,0.02342786683107275,27.555978390132854,2016,10
610,인천,2016-11-01,9.43333,7.06667,0.518889,63.0,732,10,1043,51453200,2943100,1437400,0.01366120218579235,24.87173388603853,2016,11
611,인천,2016-12-01,9.8,2.0,1.8566666666666667,64.0,706,11,1048,51453200,2943100,1437400,0.015580736543909348,23.9883116441847,2016,12
612,인천,2017-01-01,10.9,-0.1,0.5022223333333333,57.66667,655,9,1019,51499300,2948500,1510300,0.013740458015267175,22.214685433271157,2017,1
613,인천,2017-02-01,9.1,1.13333,0.7355556666666666,56.66667,586,8,849,51499300,2948500,1510300,0.013651877133105802,19.874512463964727,2017,2
614,인천,2017-03-01,9.1,5.73333,0.5544443333333333,60.66667,629,9,914,51499300,2948500,1510300,0.014308426073131956,21.33288112599627,2017,3
615,인천,2017-04-01,9.83333,12.36667,1.9111109999999998,63.0,669,4,942,51499300,2948500,1510300,0.005979073243647235,22.6895031371884,2017,4
616,인천,2017-05-01,10.26667,17.3,0.84,64.66667,643,7,932,51499300,2948500,1510300,0.01088646967340591,21.807698829913516,2017,5
617,인천,2017-06-01,8.9,21.03333,1.2566666666666668,69.66667,627,7,916,51499300,2948500,1510300,0.011164274322169059,21.26505002543666,2017,6
618,인천,2017-07-01,8.76667,25.73333,7.378889,86.33333,681,8,999,51499300,2948500,1510300,0.011747430249632892,23.09648974054604,2017,7
619,인천,2017-08-01,8.23333,25.2,6.035555666666666,78.66667,657,16,916,51499300,2948500,1510300,0.0243531202435312,22.282516533830762,2017,8
620,인천,2017-09-01,7.96667,21.1,1.5822223333333334,71.66667,662,9,980,51499300,2948500,1510300,0.013595166163141994,22.452094285229776,2017,9
621,인천,2017-10-01,9.93333,15.53333,1.5222223333333333,67.0,606,11,897,51499300,2948500,1510300,0.018151815181518153,20.552823469560792,2017,10
622,인천,2017-11-01,11.26667,6.7,0.551111,59.33333,641,10,902,51499300,2948500,1510300,0.015600624024960999,21.73986772935391,2017,11
623,인천,2017-12-01,10.26667,-0.16667,0.8044443333333333,58.33333,663,7,991,51499300,2948500,1510300,0.010558069381598794,22.48600983550958,2017,12
624,인천,2018-01-01,11.9,-3.9,0.22,58.33333,694,14,991,51512000,2955000,1578000,0.020172910662824207,23.485617597292723,2018,1
625,인천,2018-02-01,11.03333,-2.06667,0.67,54.33333,636,9,979,51512000,2955000,1578000,0.014150943396226415,21.52284263959391,2018,2
626,인천,2018-03-01,11.93333,5.7,1.4755556666666665,71.33333,585,7,868,51512000,2955000,1578000,0.011965811965811967,19.796954314720814,2018,3
627,인천,2018-04-01,12.76667,10.73333,3.503333333333333,65.0,613,10,885,51512000,2955000,1578000,0.01631321370309951,20.744500846023687,2018,4
628,인천,2018-05-01,11.83333,15.46667,4.134444333333334,75.0,666,2,955,51512000,2955000,1578000,0.003003003003003003,22.538071065989847,2018,5
629,인천,2018-06-01,9.63333,20.0,3.8444443333333336,80.33333,606,4,869,51512000,2955000,1578000,0.006600660066006601,20.507614213197968,2018,6
630,인천,2018-07-01,8.13333,25.03333,5.346666666666667,82.33333,671,13,919,51512000,2955000,1578000,0.019374068554396422,22.707275803722503,2018,7
631,인천,2018-08-01,10.9,26.56667,7.816666666666666,78.33333,598,12,893,51512000,2955000,1578000,0.020066889632107024,20.23688663282572,2018,8
632,인천,2018-09-01,8.86667,20.46667,1.6400000000000001,70.66667,679,10,976,51512000,2955000,1578000,0.014727540500736377,22.978003384094755,2018,9
633,인천,2018-10-01,10.63333,13.26667,2.5122223333333333,64.33333,674,13,980,51512000,2955000,1578000,0.019287833827893175,22.8087986463621,2018,10
634,인천,2018-11-01,10.5,8.13333,2.014444333333333,65.0,611,11,828,51512000,2955000,1578000,0.01800327332242226,20.676818950930624,2018,11
635,인천,2018-12-01,10.63333,-0.2,0.5755556666666667,56.66667,599,8,833,51512000,2955000,1578000,0.01335559265442404,20.27072758037225,2018,12
636,인천,2019-01-01,10.46667,-0.53333,0.008889000000000001,56.33333,591,15,833,51511000,2957000,1635000,0.025380710659898477,19.986472776462634,2019,1
637,인천,2019-02-01,10.46667,0.56667,0.73,58.0,532,3,801,51511000,2957000,1635000,0.005639097744360902,17.99120730470071,2019,2
638,인천,2019-03-01,12.53333,5.63333,0.8066666666666666,66.0,655,7,961,51511000,2957000,1635000,0.010687022900763359,22.150828542441666,2019,3
639,인천,2019-04-01,9.83333,10.36667,1.0344443333333333,64.0,738,13,1025,51511000,2957000,1635000,0.017615176151761516,24.957727426445725,2019,4
640,인천,2019-05-01,9.33333,16.56667,1.1677776666666666,65.0,782,14,1087,51511000,2957000,1635000,0.017902813299232736,26.445722015556306,2019,5
641,인천,2019-06-01,8.23333,19.93333,1.5733333333333335,78.33333,681,9,946,51511000,2957000,1635000,0.013215859030837005,23.030098072370645,2019,6
642,인천,2019-07-01,7.66667,23.86667,7.3044443333333335,82.66667,759,12,1079,51511000,2957000,1635000,0.015810276679841896,25.667906662157595,2019,7
643,인천,2019-08-01,9.3,25.6,3.5388889999999997,79.33333,743,9,1065,51511000,2957000,1635000,0.012113055181695828,25.126817720662835,2019,8
644,인천,2019-09-01,16.33333,21.4,8.142222333333333,77.0,736,12,996,51511000,2957000,1635000,0.016304347826086956,24.890091308758876,2019,9
645,인천,2019-10-01,9.83333,15.93333,0.7455556666666666,70.66667,829,12,1177,51511000,2957000,1635000,0.014475271411338963,28.03517078119716,2019,10
646,인천,2019-11-01,12.63333,8.0,2.812222333333333,62.33333,854,5,1190,51511000,2957000,1635000,0.00585480093676815,28.880622252282716,2019,11
647,인천,2019-12-01,11.93333,2.16667,0.9600000000000001,66.0,798,7,1098,51511000,2957000,1635000,0.008771929824561403,26.986810957051063,2019,12
648,인천,2020-01-01,10.96666667,1.766666667,1.698888889,64.66666667,635,2,910,51473000,2943000,1676000,0.0031496062992125984,21.576622494053687,2020,1
649,인천,2020-02-01,10.53333333,2.233333333,1.3466666666666667,70.0,783,6,1078,51473000,2943000,1676000,0.007662835249042145,26.605504587155966,2020,2
650,인천,2020-03-01,13.36666667,6.533333333,0.26999999999999996,59.33333333,610,5,872,51473000,2943000,1676000,0.00819672131147541,20.72714916751614,2020,3
651,인천,2020-04-01,11.33333333,9.9,0.49777777766666664,60.66666667,647,4,951,51473000,2943000,1676000,0.0061823802163833074,21.98436969079171,2020,4
652,인천,2020-05-01,12.76666667,15.5,4.9844444433333335,78.33333333,748,7,1083,51473000,2943000,1676000,0.009358288770053475,25.416241930003398,2020,5
653,인천,2020-06-01,9.466666667,20.63333333,4.133333333333334,81.33333333,721,8,1048,51473000,2943000,1676000,0.011095700416088766,24.498810737342847,2020,6
654,인천,2020-07-01,10.66666667,22.23333333,8.263333333333334,85.0,763,7,1080,51473000,2943000,1676000,0.009174311926605505,25.925925925925927,2020,7
655,인천,2020-08-01,12.86666667,25.0,14.096666666666666,91.0,715,6,1022,51473000,2943000,1676000,0.008391608391608392,24.294937138973836,2020,8
656,인천,2020-09-01,11.66666667,20.63333333,6.846666666666667,77.0,711,11,948,51473000,2943000,1676000,0.015471167369901548,24.159021406727827,2020,9
657,인천,2020-10-01,9.8,14.36666667,0.30888888890000005,63.66666667,730,15,992,51473000,2943000,1676000,0.02054794520547945,24.804621134896365,2020,10
658,인천,2020-11-01,12.0,8.2,1.8233333333333335,66.66666667,771,13,1055,51473000,2943000,1676000,0.016861219195849545,26.197757390417944,2020,11
659,인천,2020-12-01,10.93333333,0.466666667,0.25444444443333336,60.33333333,671,7,911,51473000,2943000,1676000,0.010432190760059613,22.799864084267753,2020,12
660,전남,2016-01-01,10.83571,1.32857,1.5669046666666666,70.0,622,30,1116,51453200,1903900,952000,0.04823151125401929,32.66978307684227,2016,1
661,전남,2016-02-01,11.56429,3.22143,1.8795236666666668,64.92857,630,20,1046,51453200,1903900,952000,0.031746031746031744,33.089973212878824,2016,2
662,전남,2016-03-01,10.43571,7.55714,3.0064286666666664,68.64286,747,35,1191,51453200,1903900,952000,0.04685408299866131,39.235253952413466,2016,3
663,전남,2016-04-01,14.75,13.7,7.663809666666666,74.85714,797,27,1341,51453200,1903900,952000,0.033877038895859475,41.86144230264194,2016,4
664,전남,2016-05-01,11.92857,18.01429,4.296904666666666,73.92857,898,26,1434,51453200,1903900,952000,0.028953229398663696,47.166342770103476,2016,5
665,전남,2016-06-01,8.60714,21.55714,4.4383333333333335,84.71429,778,22,1210,51453200,1903900,952000,0.028277634961439587,40.863490729555124,2016,6
666,전남,2016-07-01,10.57143,25.37857,7.001666666666667,87.5,847,26,1387,51453200,1903900,952000,0.030696576151121605,44.48763065287042,2016,7
667,전남,2016-08-01,10.18571,26.86429,1.3095236666666668,79.07143,845,29,1402,51453200,1903900,952000,0.03431952662721893,44.382583118861284,2016,8
668,전남,2016-09-01,8.42857,22.20714,8.003571333333333,83.71429,827,28,1359,51453200,1903900,952000,0.03385731559854897,43.43715531277903,2016,9
669,전남,2016-10-01,13.33571,17.00714,5.994523666666667,79.21429,877,42,1386,51453200,1903900,952000,0.04789053591790194,46.06334366300751,2016,10
670,전남,2016-11-01,9.85714,9.57857,2.523095333333333,72.21429,855,30,1375,51453200,1903900,952000,0.03508771929824561,44.90782078890698,2016,11
671,전남,2016-12-01,10.85714,5.04286,2.3038096666666665,70.78571,781,22,1264,51453200,1903900,952000,0.028169014084507043,41.02106203056883,2016,12
672,전남,2017-01-01,11.00714,2.32143,0.4259523333333333,67.78571,741,30,1257,51499300,1896400,994300,0.04048582995951417,39.07403501371019,2017,1
673,전남,2017-02-01,11.77143,3.06429,1.1088096666666667,64.85714,598,18,933,51499300,1896400,994300,0.030100334448160536,31.533431765450324,2017,2
674,전남,2017-03-01,10.40714,6.75,0.8590476666666667,63.78571,719,25,1120,51499300,1896400,994300,0.03477051460361613,37.91394220628559,2017,3
675,전남,2017-04-01,10.19286,13.80714,1.9940476666666667,69.42857,847,31,1420,51499300,1896400,994300,0.03659976387249114,44.66357308584686,2017,4
676,전남,2017-05-01,8.97857,18.47143,0.9952380000000001,70.28571,900,39,1502,51499300,1896400,994300,0.043333333333333335,47.45834212191521,2017,5
677,전남,2017-06-01,8.83571,21.62143,1.6238096666666666,76.64286,798,22,1291,51499300,1896400,994300,0.02756892230576441,42.07973001476481,2017,6
678,전남,2017-07-01,8.70714,26.73077,5.393809666666667,88.61538,771,25,1214,51499300,1896400,994300,0.0324254215304799,40.65597975110736,2017,7
679,전남,2017-08-01,8.37143,26.46429,7.669047666666667,83.64286,855,44,1324,51499300,1896400,994300,0.05146198830409357,45.08542501581945,2017,8
680,전남,2017-09-01,8.85,21.5,3.829762,80.92857,880,32,1378,51499300,1896400,994300,0.03636363636363636,46.403712296983755,2017,9
681,전남,2017-10-01,11.1,16.32143,3.2159523333333335,78.92857,922,47,1526,51499300,1896400,994300,0.0509761388286334,48.618434929339806,2017,10
682,전남,2017-11-01,10.96429,8.5,0.06487166666666667,69.0,920,41,1416,51499300,1896400,994300,0.04456521739130435,48.512971946846655,2017,11
683,전남,2017-12-01,10.16429,2.04286,0.9709523333333333,67.5,819,33,1291,51499300,1896400,994300,0.040293040293040296,43.18709133094284,2017,12
684,전남,2018-01-01,10.61429,0.00714,1.2916666666666667,69.5,668,29,1129,51512000,1883000,1032000,0.04341317365269461,35.475305363781196,2018,1
685,전남,2018-02-01,12.47143,1.43571,1.097857,60.85714,665,18,1052,51512000,1883000,1032000,0.02706766917293233,35.31598513011152,2018,2
686,전남,2018-03-01,11.48571,8.40714,5.062143000000001,77.42857,762,27,1204,51512000,1883000,1032000,0.03543307086614173,40.46733935209772,2018,3
687,전남,2018-04-01,11.06429,13.30714,4.810238,73.5,841,23,1362,51512000,1883000,1032000,0.027348394768133173,44.66277217206585,2018,4
688,전남,2018-05-01,10.12143,17.67143,3.538095333333333,78.57143,843,32,1376,51512000,1883000,1032000,0.03795966785290629,44.768985661178974,2018,5
689,전남,2018-06-01,8.27857,21.74286,7.240952333333333,79.21429,798,23,1297,51512000,1883000,1032000,0.02882205513784461,42.37918215613383,2018,6
690,전남,2018-07-01,8.73571,26.68571,3.102143,80.92857,863,22,1422,51512000,1883000,1032000,0.02549246813441483,45.831120552310146,2018,7
691,전남,2018-08-01,12.72143,27.52857,8.019047666666667,79.92857,859,37,1382,51512000,1883000,1032000,0.04307334109429569,45.618693574083906,2018,8
692,전남,2018-09-01,9.33571,21.24286,6.184285666666667,78.42857,857,34,1357,51512000,1883000,1032000,0.039673278879813305,45.51248008497079,2018,9
693,전남,2018-10-01,13.63571,14.53571,6.2792856666666665,70.71429,984,26,1512,51512000,1883000,1032000,0.026422764227642278,52.25703664365375,2018,10
694,전남,2018-11-01,8.97143,9.79286,1.4242856666666666,71.21429,843,28,1319,51512000,1883000,1032000,0.033214709371293,44.768985661178974,2018,11
695,전남,2018-12-01,10.18571,3.59286,1.2607143333333333,65.92857,804,31,1268,51512000,1883000,1032000,0.03855721393034826,42.69782262347318,2018,12
696,전남,2019-01-01,9.89231,2.36923,0.4164103333333333,60.46154,793,23,1259,51511000,1869000,1056000,0.029003783102143757,42.42910647405029,2019,1
697,전남,2019-02-01,10.28462,3.77692,1.286154,61.53846,678,17,1152,51511000,1869000,1056000,0.025073746312684365,36.27608346709471,2019,2
698,전남,2019-03-01,11.24615,8.11538,1.7510256666666666,64.38462,847,24,1332,51511000,1869000,1056000,0.02833530106257379,45.3183520599251,2019,3
699,전남,2019-04-01,10.97692,12.13846,2.8707693333333335,69.76923,911,28,1609,51511000,1869000,1056000,0.030735455543358946,48.7426431246656,2019,4
700,전남,2019-05-01,11.8,17.97692,4.446410333333334,63.46154,1001,31,1677,51511000,1869000,1056000,0.030969030969030968,53.55805243445693,2019,5
701,전남,2019-06-01,8.41538,20.97692,7.398461666666666,79.76923,906,24,1485,51511000,1869000,1056000,0.026490066225165563,48.47512038523274,2019,6
702,전남,2019-07-01,11.31538,24.33077,8.339743666666667,84.76923,872,16,1419,51511000,1869000,1056000,0.01834862385321101,46.655965757089355,2019,7
703,전남,2019-08-01,10.06923,26.12308,3.9702563333333334,81.07692,943,24,1547,51511000,1869000,1056000,0.02545068928950159,50.45478865703585,2019,8
704,전남,2019-09-01,18.04615,22.26923,9.156666666666666,83.61538,924,24,1525,51511000,1869000,1056000,0.025974025974025976,49.43820224719101,2019,9
705,전남,2019-10-01,10.72308,16.73077,6.759230666666666,74.30769,1087,31,1711,51511000,1869000,1056000,0.028518859245630176,58.15944355270198,2019,10
706,전남,2019-11-01,10.03846,10.80769,0.7735896666666666,69.15385,1030,23,1699,51511000,1869000,1056000,0.02233009708737864,55.109684323167464,2019,11
707,전남,2019-12-01,10.83077,4.82308,1.1371793333333333,67.15385,885,29,1490,51511000,1869000,1056000,0.0327683615819209,47.351524879614765,2019,12
708,전남,2020-01-01,11.95384615,4.669230769,2.6843589743333336,69.38461538,836,20,1326,51473000,1852000,1100000,0.023923444976076555,45.14038876889849,2020,1
709,전남,2020-02-01,11.01538462,5.123076923,1.3412820513333334,70.15384615,709,21,1123,51473000,1852000,1100000,0.029619181946403384,38.282937365010795,2020,2
710,전남,2020-03-01,11.66923077,8.323076923,1.3471794873333331,65.30769231,764,20,1210,51473000,1852000,1100000,0.02617801047120419,41.252699784017274,2020,3
711,전남,2020-04-01,10.79230769,10.84615385,2.1915384616666667,59.61538462,705,11,1107,51473000,1852000,1100000,0.015602836879432624,38.066954643628506,2020,4
712,전남,2020-05-01,9.892307692,17.34615385,5.6899999999999995,77.53846154,874,25,1453,51473000,1852000,1100000,0.028604118993135013,47.19222462203024,2020,5
713,전남,2020-06-01,10.38461538,22.11538462,10.270000000000001,81.0,963,29,1568,51473000,1852000,1100000,0.030114226375908618,51.99784017278618,2020,6
714,전남,2020-07-01,8.992307692,22.69230769,12.834102563333333,88.69230769,764,17,1247,51473000,1852000,1100000,0.02225130890052356,41.252699784017274,2020,7
715,전남,2020-08-01,13.75384615,27.18461538,8.148205126666666,85.30769231,831,28,1342,51473000,1852000,1100000,0.03369434416365824,44.87041036717063,2020,8
716,전남,2020-09-01,13.98461538,21.26153846,7.476410256666667,81.46153846,869,24,1358,51473000,1852000,1100000,0.02761795166858458,46.92224622030238,2020,9
717,전남,2020-10-01,8.723076923,15.53846154,0.7597435896666667,67.30769231,924,30,1477,51473000,1852000,1100000,0.032467532467532464,49.892008639308855,2020,10
718,전남,2020-11-01,10.25384615,10.85384615,0.6112820513333334,66.38461538,799,16,1220,51473000,1852000,1100000,0.02002503128911139,43.14254859611231,2020,11
719,전남,2020-12-01,10.91538462,3.007692308,0.521025641,64.84615385,778,32,1214,51473000,1852000,1100000,0.04113110539845758,42.008639308855294,2020,12
720,전북,2016-01-01,8.0,-1.05,1.373,75.4,529,22,926,51453200,1864800,869000,0.04158790170132325,28.367653367653368,2016,1
721,전북,2016-02-01,9.48,1.6,1.3956666666666666,67.0,533,17,825,51453200,1864800,869000,0.03189493433395872,28.58215358215358,2016,2
722,전북,2016-03-01,8.24,6.59,1.7886666666666666,64.9,616,18,959,51453200,1864800,869000,0.02922077922077922,33.033033033033036,2016,3
723,전북,2016-04-01,12.65,13.7,6.006666666666666,69.7,700,28,1069,51453200,1864800,869000,0.04,37.53753753753754,2016,4
724,전북,2016-05-01,9.85,18.41,3.377333333333333,68.0,746,25,1200,51453200,1864800,869000,0.03351206434316354,40.004290004290006,2016,5
725,전북,2016-06-01,7.3,22.09,2.243333333333333,78.5,641,21,1008,51453200,1864800,869000,0.0327613104524181,34.37365937365937,2016,6
726,전북,2016-07-01,8.59,25.89,9.103666666666667,81.7,705,20,1128,51453200,1864800,869000,0.028368794326241134,37.805662805662806,2016,7
727,전북,2016-08-01,9.62,26.56,2.3096666666666668,77.0,693,28,1014,51453200,1864800,869000,0.04040404040404041,37.16216216216216,2016,8
728,전북,2016-09-01,6.75,21.75,6.28,81.5,665,25,1028,51453200,1864800,869000,0.03759398496240601,35.66066066066066,2016,9
729,전북,2016-10-01,8.12,15.77,5.379333333333333,79.6,700,25,1100,51453200,1864800,869000,0.03571428571428571,37.53753753753754,2016,10
730,전북,2016-11-01,6.71,7.68,0.9600000000000001,72.4,685,29,1019,51453200,1864800,869000,0.042335766423357665,36.73316173316174,2016,11
731,전북,2016-12-01,9.09,2.82,1.5986666666666667,73.6,637,26,985,51453200,1864800,869000,0.04081632653061224,34.15915915915916,2016,12
732,전북,2017-01-01,8.59,0.22,0.47400000000000003,68.0,541,20,883,51499300,1854600,892100,0.036968576709796676,29.17071066537259,2017,1
733,전북,2017-02-01,8.12,1.57,1.583,63.2,544,21,871,51499300,1854600,892100,0.03860294117647059,29.332470613609402,2017,2
734,전북,2017-03-01,8.45,5.75,0.949,62.1,614,21,882,51499300,1854600,892100,0.03420195439739414,33.10686940580179,2017,3
735,전북,2017-04-01,9.35,13.38,2.479,63.8,644,24,1018,51499300,1854600,892100,0.037267080745341616,34.72446888816995,2017,4
736,전북,2017-05-01,8.66,18.08,1.4776666666666667,66.0,695,23,1073,51499300,1854600,892100,0.033093525179856115,37.47438800819584,2017,5
737,전북,2017-06-01,6.91,21.62,1.7923333333333333,68.9,676,16,1008,51499300,1854600,892100,0.023668639053254437,36.44990833602933,2017,6
738,전북,2017-07-01,7.98,26.55,7.917,84.0,639,27,1007,51499300,1854600,892100,0.04225352112676056,34.45486897444193,2017,7
739,전북,2017-08-01,7.34,25.55,6.626333333333333,80.5,672,23,1060,51499300,1854600,892100,0.03422619047619048,36.23422840504691,2017,8
740,전북,2017-09-01,6.19,20.41,4.012,77.5,755,41,1125,51499300,1854600,892100,0.054304635761589407,40.709586972932165,2017,9
741,전북,2017-10-01,7.64,15.15,1.968,76.4,716,33,1130,51499300,1854600,892100,0.046089385474860335,38.606707645853554,2017,10
742,전북,2017-11-01,8.0,6.82,0.29733333333333334,67.0,648,27,992,51499300,1854600,892100,0.041666666666666664,34.94014881915238,2017,11
743,전북,2017-12-01,7.59,0.21,1.0446666666666666,65.4,604,31,899,51499300,1854600,892100,0.05132450331125828,32.567669578345736,2017,12
744,전북,2018-01-01,7.53,-2.31,1.1903333333333335,70.8,533,20,796,51512000,1837000,916000,0.0375234521575985,29.014697876973326,2018,1
745,전북,2018-02-01,8.94,-0.63,1.0006666666666666,60.4,489,19,786,51512000,1837000,916000,0.03885480572597137,26.619488296135,2018,2
746,전북,2018-03-01,8.79,7.96,3.2790000000000004,74.1,549,12,766,51512000,1837000,916000,0.02185792349726776,29.885683179096354,2018,3
747,전북,2018-04-01,10.0,12.98,4.401666666666667,69.5,605,20,877,51512000,1837000,916000,0.03305785123966942,32.93413173652694,2018,4
748,전북,2018-05-01,9.31,17.89,3.388,74.7,599,23,929,51512000,1837000,916000,0.038397328881469114,32.60751224823081,2018,5
749,전북,2018-06-01,7.74,22.13,5.592666666666667,75.0,569,19,864,51512000,1837000,916000,0.033391915641476276,30.97441480675014,2018,6
750,전북,2018-07-01,6.82,26.94,5.6146666666666665,78.7,555,27,815,51512000,1837000,916000,0.04864864864864865,30.21230266739249,2018,7
751,전북,2018-08-01,7.84,27.43,12.728666666666667,76.5,585,19,934,51512000,1837000,916000,0.03247863247863248,31.84540010887316,2018,8
752,전북,2018-09-01,7.88,20.47,3.6643333333333334,78.8,623,25,977,51512000,1837000,916000,0.04012841091492777,33.91399020141535,2018,9
753,전북,2018-10-01,9.87,12.6,4.4943333333333335,77.3,652,26,957,51512000,1837000,916000,0.03987730061349693,35.492651061513335,2018,10
754,전북,2018-11-01,8.51,7.71,1.4,75.8,626,20,940,51512000,1837000,916000,0.03194888178913738,34.07729994556342,2018,11
755,전북,2018-12-01,7.29,1.15,1.0883333333333334,67.9,544,16,811,51512000,1837000,916000,0.029411764705882353,29.613500272182904,2018,12
756,전북,2019-01-01,7.43,-0.38,0.44033333333333335,67.7,491,14,733,51511000,1819000,929000,0.028513238289205704,26.99285321605278,2019,1
757,전북,2019-02-01,7.13,1.73,1.18,65.7,516,17,853,51511000,1819000,929000,0.03294573643410853,28.367234744365035,2019,2
758,전북,2019-03-01,10.07,6.66,1.0346666666666666,65.6,592,17,888,51511000,1819000,929000,0.028716216216216218,32.54535459043431,2019,3
759,전북,2019-04-01,7.47,11.52,2.930333333333333,68.5,623,16,1018,51511000,1819000,929000,0.025682182985553772,34.249587685541506,2019,4
760,전북,2019-05-01,8.13,17.6,2.0043333333333333,62.5,713,23,1098,51511000,1819000,929000,0.03225806451612903,39.19736118746564,2019,5
761,전북,2019-06-01,6.79,20.98,3.7393333333333336,78.1,651,20,967,51511000,1819000,929000,0.030721966205837174,35.78889499725124,2019,6
762,전북,2019-07-01,6.99,24.65,8.044333333333334,81.6,622,15,908,51511000,1819000,929000,0.024115755627009645,34.194612424409016,2019,7
763,전북,2019-08-01,7.34,25.92,4.996333333333333,80.7,705,23,1162,51511000,1819000,929000,0.032624113475177303,38.75755909840572,2019,8
764,전북,2019-09-01,11.5,21.7,7.137333333333333,82.7,637,22,1006,51511000,1819000,929000,0.03453689167974882,35.019241341396366,2019,9
765,전북,2019-10-01,6.99,15.39,4.020333333333333,78.4,721,31,1055,51511000,1819000,929000,0.04299583911234397,39.63716327652556,2019,10
766,전북,2019-11-01,8.04,8.65,1.6493333333333333,72.5,706,23,1041,51511000,1819000,929000,0.032577903682719546,38.81253435953821,2019,11
767,전북,2019-12-01,7.54,2.92,1.0963333333333334,71.1,638,17,922,51511000,1819000,929000,0.02664576802507837,35.07421660252886,2019,12
768,전북,2020-01-01,10.66,2.58,2.466666666666667,75.6,573,20,854,51473000,1804000,948000,0.034904013961605584,31.762749445676278,2020,1
769,전북,2020-02-01,7.49,3.34,1.9436666666666667,73.4,482,16,743,51473000,1804000,948000,0.03319502074688797,26.71840354767184,2020,2
770,전북,2020-03-01,9.31,7.27,1.187,64.8,489,18,746,51473000,1804000,948000,0.03680981595092025,27.106430155210642,2020,3
771,전북,2020-04-01,10.03,9.76,1.209,61.3,511,11,748,51473000,1804000,948000,0.021526418786692758,28.325942350332596,2020,4
772,전북,2020-05-01,8.75,17.63,2.975,74.2,544,17,828,51473000,1804000,948000,0.03125,30.155210643015522,2020,5
773,전북,2020-06-01,7.87,22.54,5.759,79.6,580,18,897,51473000,1804000,948000,0.03103448275862069,32.150776053215075,2020,6
774,전북,2020-07-01,7.75,22.83,17.349333333333334,87.5,553,21,876,51473000,1804000,948000,0.0379746835443038,30.654101995565412,2020,7
775,전북,2020-08-01,9.66,26.91,18.35033333333333,83.7,537,20,876,51473000,1804000,948000,0.037243947858473,29.767184035476717,2020,8
776,전북,2020-09-01,11.46,20.27,6.727333333333333,82.2,579,20,856,51473000,1804000,948000,0.03454231433506045,32.09534368070953,2020,9
777,전북,2020-10-01,6.95,13.7,0.25566666666666665,71.8,612,22,886,51473000,1804000,948000,0.03594771241830065,33.92461197339246,2020,10
778,전북,2020-11-01,8.34,8.56,1.9083333333333334,70.9,556,21,835,51473000,1804000,948000,0.03776978417266187,30.820399113082036,2020,11
779,전북,2020-12-01,7.87,0.64,0.61,69.5,435,16,633,51473000,1804000,948000,0.0367816091954023,24.11308203991131,2020,12
780,제주,2016-01-01,10.0,6.15,3.341666666666667,66.0,269,3,438,51453200,641600,467200,0.011152416356877323,41.92643391521197,2016,1
781,제주,2016-02-01,10.3,7.35,3.0566666666666666,61.5,329,6,499,51453200,641600,467200,0.0182370820668693,51.27805486284289,2016,2
782,제주,2016-03-01,9.25,10.95,3.9166666666666665,65.0,363,4,588,51453200,641600,467200,0.011019283746556474,56.577306733167084,2016,3
783,제주,2016-04-01,12.05,15.7,5.8933333333333335,75.0,389,9,620,51453200,641600,467200,0.02313624678663239,60.62967581047381,2016,4
784,제주,2016-05-01,10.3,18.9,5.493333333333334,72.5,339,3,509,51453200,641600,467200,0.008849557522123894,52.83665835411471,2016,5
785,제주,2016-06-01,8.35,21.95,7.3983333333333325,85.5,355,4,572,51453200,641600,467200,0.011267605633802818,55.33042394014962,2016,6
786,제주,2016-07-01,9.9,26.6,5.03,86.0,437,3,669,51453200,641600,467200,0.006864988558352402,68.11097256857855,2016,7
787,제주,2016-08-01,8.8,28.1,4.108333333333333,75.5,397,10,626,51453200,641600,467200,0.02518891687657431,61.876558603491276,2016,8
788,제주,2016-09-01,7.95,23.8,6.11,81.5,335,5,543,51453200,641600,467200,0.014925373134328358,52.21321695760598,2016,9
789,제주,2016-10-01,20.8,20.25,11.933333333333334,78.5,403,14,595,51453200,641600,467200,0.034739454094292806,62.81172069825436,2016,10
790,제주,2016-11-01,9.7,14.15,1.9316666666666669,70.5,395,7,588,51453200,641600,467200,0.017721518987341773,61.5648379052369,2016,11
